0	10000
0.0716942	0
0.143388	0
0.215083	0
0.286777	0
0.358471	0
0.430165	0
0.501859	0
0.573554	0
0.645248	0
0.716942	0
0.788636	0
0.860331	0
0.932025	0
1.00372	0
1.07541	0
1.14711	0
1.2188	0
1.2905	0
1.36219	0
1.43388	0
1.50558	0
1.57727	0
1.64897	0
1.72066	0
1.79236	0
1.86405	0
1.93574	0
2.00744	0
2.07913	0
2.15083	0
2.22252	0
2.29421	0
2.36591	0
2.4376	0
2.5093	0
2.58099	0
2.65269	0
2.72438	0
2.79607	0
2.86777	0
2.93946	0
3.01116	0
3.08285	0
3.15455	0
3.22624	0
3.29793	0
3.36963	0
3.44132	0
3.51302	0
3.58471	0
3.6564	0
3.7281	0
3.79979	0
3.87149	0
3.94318	0
4.01488	0
4.08657	0
4.15826	0
4.22996	0
4.30165	0
4.37335	0
4.44504	0
4.51674	0
4.58843	0
4.66012	0
4.73182	0
4.80351	0
4.87521	0
4.9469	0
5.01859	0
5.09029	0
5.16198	0
5.23368	0
5.30537	0
5.37707	0
5.44876	0
5.52045	0
5.59215	0
5.66384	0
5.73554	0
5.80723	0
5.87893	0
5.95062	0
6.02231	0
6.09401	0
6.1657	0
6.2374	0
6.30909	0
6.38078	0
6.45248	0
6.52417	0
6.59587	0
6.66756	0
6.73926	0
6.81095	0
6.88264	0
6.95434	0
7.02603	0
7.09773	0
7.16942	0
7.24112	0
7.31281	0
7.3845	0
7.4562	0
7.52789	0
7.59959	0
7.67128	0
7.74297	0
7.81467	0
7.88636	0
7.95806	0
8.02975	0
8.10145	0
8.17314	0
8.24483	0
8.31653	0
8.38822	0
8.45992	0
8.53161	0
8.6033	0
8.675	0
8.74669	0
8.81839	0
8.89008	0
8.96178	0
9.03347	0
9.10516	0
9.17686	0
9.24855	0
9.32025	0
9.39194	0
9.46364	0
9.53533	0
9.60702	0
9.67872	0
9.75041	0
9.82211	0
9.8938	0
9.9655	0
10.0372	0
10.1089	0
10.1806	0
10.2523	0
10.324	0
10.3957	0
10.4674	0
10.539	0
10.6107	0
10.6824	0
10.7541	0
10.8258	0
10.8975	0
10.9692	0
11.0409	0
11.1126	0
11.1843	0
11.256	0
11.3277	0
11.3994	0
11.4711	0
11.5428	4
11.6145	26
11.6862	90
11.7579	326
11.8295	1334
11.9012	4290
11.9729	13462
12.0446	37056
12.1163	97034
12.188	229170
12.2597	498684
12.3314	1000208
12.4031	1839620
12.4748	3108196
12.5465	4811144
12.6182	6837318
12.6899	8910034
12.7616	10637796
12.8333	11634642
12.905	11688278
12.9767	10738800
13.0483	9046974
13.12	6973254
13.1917	4927466
13.2634	3183712
13.3351	1878526
13.4068	1016450
13.4785	502116
13.5502	228086
13.6219	93558
13.6936	35128
13.7653	12100
13.837	3798
13.9087	948
13.9804	282
14.0521	78
14.1238	8
14.1955	2
14.2671	0
