17.2318	1
17.2416	0
17.2515	0
17.2614	1
17.2713	0
17.2812	0
17.291	1
17.3009	0
17.3108	1
17.3207	0
17.3305	0
17.3404	1
17.3503	1
17.3602	0
17.3701	0
17.3799	0
17.3898	1
17.3997	1
17.4096	1
17.4195	1
17.4293	0
17.4392	0
17.4491	1
17.459	2
17.4689	2
17.4787	5
17.4886	1
17.4985	3
17.5084	1
17.5182	5
17.5281	4
17.538	1
17.5479	1
17.5578	3
17.5676	3
17.5775	5
17.5874	6
17.5973	4
17.6072	5
17.617	8
17.6269	10
17.6368	10
17.6467	10
17.6565	13
17.6664	6
17.6763	14
17.6862	10
17.6961	11
17.7059	14
17.7158	20
17.7257	17
17.7356	19
17.7455	17
17.7553	23
17.7652	33
17.7751	27
17.785	31
17.7949	30
17.8047	35
17.8146	39
17.8245	37
17.8344	38
17.8442	48
17.8541	48
17.864	59
17.8739	56
17.8838	48
17.8936	62
17.9035	74
17.9134	64
17.9233	64
17.9332	67
17.943	82
17.9529	89
17.9628	86
17.9727	75
17.9826	98
17.9924	106
18.0023	85
18.0122	94
18.0221	105
18.0319	102
18.0418	105
18.0517	101
18.0616	114
18.0715	105
18.0813	124
18.0912	133
18.1011	131
18.111	131
18.1209	137
18.1307	123
18.1406	135
18.1505	143
18.1604	137
18.1702	152
18.1801	153
18.19	129
18.1999	161
18.2098	148
18.2196	126
18.2295	158
18.2394	161
18.2493	149
18.2592	160
18.269	144
18.2789	149
18.2888	156
18.2987	147
18.3086	139
18.3184	148
18.3283	161
18.3382	160
18.3481	145
18.3579	176
18.3678	141
18.3777	136
18.3876	150
18.3975	150
18.4073	123
18.4172	131
18.4271	102
18.437	120
18.4469	113
18.4567	92
18.4666	97
18.4765	88
18.4864	124
18.4963	94
18.5061	82
18.516	108
18.5259	85
18.5358	88
18.5456	84
18.5555	76
18.5654	73
18.5753	67
18.5852	70
18.595	65
18.6049	57
18.6148	44
18.6247	48
18.6346	52
18.6444	49
18.6543	39
18.6642	54
18.6741	45
18.6839	38
18.6938	33
18.7037	23
18.7136	29
18.7235	24
18.7333	24
18.7432	30
18.7531	24
18.763	27
18.7729	15
18.7827	23
18.7926	19
18.8025	14
18.8124	16
18.8223	6
18.8321	12
18.842	11
18.8519	7
18.8618	3
18.8716	6
18.8815	9
18.8914	9
18.9013	5
18.9112	7
18.921	9
18.9309	7
18.9408	5
18.9507	2
18.9606	3
18.9704	5
18.9803	6
18.9902	1
19.0001	2
19.01	1
19.0198	3
19.0297	1
19.0396	1
19.0495	1
19.0593	1
19.0692	0
19.0791	1
19.089	1
19.0989	0
19.1087	1
19.1186	0
19.1285	0
19.1384	0
19.1483	0
19.1581	0
19.168	0
19.1779	0
19.1878	0
19.1976	0
