0.488329	2
0.488685	0
0.489041	1
0.489397	0
0.489753	1
0.490109	0
0.490465	1
0.490821	1
0.491177	2
0.491533	1
0.491888	2
0.492244	2
0.4926	0
0.492956	2
0.493312	4
0.493668	1
0.494024	0
0.49438	1
0.494736	4
0.495092	3
0.495448	1
0.495804	0
0.496159	2
0.496515	8
0.496871	5
0.497227	5
0.497583	7
0.497939	10
0.498295	4
0.498651	8
0.499007	8
0.499363	11
0.499719	5
0.500075	7
0.500431	7
0.500786	16
0.501142	16
0.501498	11
0.501854	14
0.50221	12
0.502566	17
0.502922	17
0.503278	16
0.503634	17
0.50399	17
0.504346	25
0.504701	34
0.505057	18
0.505413	36
0.505769	35
0.506125	37
0.506481	37
0.506837	43
0.507193	40
0.507549	48
0.507905	57
0.508261	48
0.508617	41
0.508973	66
0.509328	44
0.509684	59
0.51004	67
0.510396	50
0.510752	67
0.511108	73
0.511464	76
0.51182	78
0.512176	75
0.512532	67
0.512888	98
0.513244	80
0.513599	75
0.513955	91
0.514311	99
0.514667	99
0.515023	102
0.515379	95
0.515735	108
0.516091	118
0.516447	115
0.516803	103
0.517159	100
0.517515	112
0.51787	105
0.518226	146
0.518582	123
0.518938	121
0.519294	170
0.51965	128
0.520006	122
0.520362	123
0.520718	127
0.521074	151
0.52143	148
0.521786	149
0.522141	138
0.522497	147
0.522853	124
0.523209	174
0.523565	123
0.523921	156
0.524277	171
0.524633	135
0.524989	137
0.525345	133
0.525701	135
0.526057	122
0.526412	156
0.526768	142
0.527124	135
0.52748	116
0.527836	127
0.528192	117
0.528548	115
0.528904	113
0.52926	113
0.529616	109
0.529972	102
0.530328	109
0.530684	96
0.531039	106
0.531395	114
0.531751	104
0.532107	109
0.532463	99
0.532819	94
0.533175	110
0.533531	85
0.533887	78
0.534243	79
0.534599	62
0.534955	84
0.53531	64
0.535666	55
0.536022	58
0.536378	60
0.536734	56
0.53709	62
0.537446	62
0.537802	35
0.538158	35
0.538514	49
0.53887	40
0.539226	34
0.539581	33
0.539937	26
0.540293	32
0.540649	34
0.541005	33
0.541361	24
0.541717	21
0.542073	22
0.542429	22
0.542785	26
0.543141	27
0.543497	21
0.543852	16
0.544208	13
0.544564	8
0.54492	18
0.545276	14
0.545632	13
0.545988	15
0.546344	12
0.5467	6
0.547056	7
0.547412	5
0.547768	5
0.548123	11
0.548479	7
0.548835	5
0.549191	5
0.549547	5
0.549903	2
0.550259	5
0.550615	4
0.550971	0
0.551327	2
0.551683	1
0.552039	3
0.552395	2
0.55275	2
0.553106	1
0.553462	1
0.553818	3
0.554174	1
0.55453	0
0.554886	1
0.555242	2
0.555598	2
0.555954	0
0.55631	0
0.556666	1
0.557021	2
0.557377	0
0.557733	0
0.558089	0
0.558445	0
0.558801	1
0.559157	0
